0,0,100,371,471
1,42,142,371,471
2,35,135,371,471
3,77,177,371,471
4,119,219,371,471
5,161,261,371,471
6,203,303,371,471
7,245,345,371,471
8,287,387,371,471
9,329,429,371,471
10,371,471,371,471
11,413,513,371,471
12,455,555,371,471
13,497,597,371,471
14,539,639,371,471
15,581,681,371,471
16,623,723,371,471
17,665,765,371,471
18,707,807,371,471
19,749,849,371,471
20,791,891,371,471
21,833,933,371,471
